,MAINTITLE,S_PARENT_OBJ_ID,S_TC_IN,S_TC_OUT,S_DURATION,EX_OLD_SEG_NUM,EX_OLD_OBJID,S_COMMENTS,S_SESSION,S_DAYS,S_LINEUMPIRE,S_LEGUMPIRE,S_STRIKER,S_NONSTRIKER,S_RUNNER,S_NONRUNNER,S_BOWLER,S_WINNINGBOWL,S_SUPEROVER,S_OVER,S_TEAMSCORE,S_SCORE,S_OFFTHEBAT,S_OVERTHROW,S_SHORTRUN,S_FREEHIT,S_EXTRABALLTYPE,S_NOBALLTYPE,S_BOUNDARYSCORED,S_TYPEOFSHOT,S_BALLTYPE,S_BOUNDARYCOMMENTATORSPICK,S_BOUNDARYCOMMENTATORSNAME,S_CREASEPOSITION,S_3RDUMPIREDECISION,S_WICKETTYPE,S_WICKETTYPE_QUAL,S_FIELDER,S_LOCATION,S_3RDUMPIREREFERRALBY,S_WICKETCOMMENTATORSPICK,S_WICKETCOMMENTATORSNAME,S_BOWLINGANGLE,S_RUNUP,S_APPEAL,S_CATCHAPPEAL,S_RUNOUTAPPEAL,S_LBWAPPEAL,S_STUMPINGAPPEAL,S_HANDLINGTHEBALLAPPEAL,S_OBSTRUCTINGFIELDERAPPEAL,S_UMPIREAPPEAL,S_WARNINGGIVEN,S_FIELDERNAME,S_FIELDERPOSITION,EX_FIELDINGTYPE,EX_FIELDINGTYPE1,S_RELAY,S_DIVE,S_JUMP,S_CHASETYPE,S_POORFIELDING,S_BACKUP,S_BACKUPTYPE,S_COMMENTATORSPICK,S_COMMENTATORSNAME,S_MISSEDCHANCE,S_MISSEDCHANCETYPE,S_MILESTONE,S_MILESTONETYPE,S_BATTINGMILESTONE,S_BATTINGMILESTONEDESC,S_BOWLINGMILESTONE,S_BOWLINGMILESTONEDESC,S_WICKETKEEPINGMILESTONE,S_WICKETKEEPINGMILESTONEDESC,S_FIELDINGMILESTONE,S_FIELDINGMILESTONEDESC,S_ALLROUNDMILESTONE,S_ALLROUNDMILESTONEDESC,S_PARTNERSHIPMILESTONE,S_PARTNERSHIPMILESTONEDESC,S_INDIVIDUALMILESTONEPLAYER,S_INDIVIDUALMILESTONEDESC,S_UMPIRINGMILESTONE,S_UMPIRINGMILESTONEDESC,S_UMPIRINGCOMMENTATORSPICK,S_UMPIRINGCOMMENTATORSNAME,S_CAPTAINCYCOMMENTATORSPICK,S_CAPTAINCYCOMMENTATORSNAME,S_BOWLERSRUNUPCOMMENTATORSPICK,S_BOWLERSRUNUPCOMMENTATORSNAME,S_RUNNINGBWWICKETSCOMMENTATORSPICK,S_RUNNINGBWWICKETSCOMMENTATORSNAME,S_WICKETKEEPINGCOMMENTATORSPICK,S_WICKETKEEPINGCOMMENTATORSNAME,S_BATTINGTYPECOMMENTATORSPICK,S_BATTINGTYPECOMMENTATORSNAME,S_BOWLINGTYPECOMMENTATORSPICK,S_BOWLINGTYPECOMMENTATORSNAME,S_FIELDINGCOMMENTATORSPICK,S_FIELDINGCOMMENTATORSNAME,S_BATSMANWALKINGOFFBEFOREUMPIREDECISION,S_FIELDINGCAPTAINRECALLINGBATSMAN,S_FIELDERAPPLAUDINGBATSMEN,S_FIELDERDECLARINGBOUNDARYONHISOWN,S_ACCEPTINGADROPCATCH,S_UNNECESSARYAPPEALS,S_BATSMANNOTACCEPTINGUMPIREDECISION,S_BODYLINEBOWLING,S_NEGATIVEBOWLING,S_BALLTAMPERING,S_PITCHTAMPERING,S_BOWLINGSPEED,S_GRAPHICS,S_PLAYINGCONDITION,S_GENERALANALYSIS,S_INTERACTION,S_EMOTION,S_EMOTIONPLAYERNAME,S_EMOTIONALASPECTS,S_GESTURE,S_PLAYERSHOWINGGESTURE,S_CAMERAVIEW,S_NORMALCROWD,S_CHEERLEADERS,S_CATCHBYCROWD,S_BANNER,S_MEXICANWAVES,S_COMMENTATORSBOX,S_PAVILLIONDUGOUTDRESSINGROOM,S_SCOREBOARD,S_ELECTRONICDISPLAY,S_FLAGVIEW,S_GROUND,S_OUTSIDESTADIUM,S_PITCH,S_STUMPVIEW,S_TROPHY,S_TEAMWALKINGINTOTHEFIELD,S_PLAYERWALKINGINTOTHEFIELD,S_UMPIRESWALKINGINTOTHEFIELD,S_FIELDERSCLOSINGIN,S_CAMERASHOTTYPE,S_CELEBRITYFOCUS,S_STYLESTATEMENT,S_EXTRAS,S_BRANDFOCUS,S_USUSALCRICKETGEAR,S_PLAYERINTERVIEW,S_MEMORABILIA,S_PLAYERCELEBRATION,S_INTERRUPTION,S_DUETOINCORRECTUMPIRING,S_LIGHTSFAIL,S_BADWEATHER,S_CROWDUNREST,S_SIGHTSCREENADJUSTMENT,S_STREAKERONFIELD,S_BEES,S_DOG,S_BIRD_BIRDS,S_BALLCHANGE,S_DRINKSBREAK,S_ADHOCDRINKSBREAK,S_INNINGSBREAK,S_ROLLINGTHEPITCH,S_BALLLOST,S_CHANGEOFGEAR,S_INJURY,S_CROWDINVASION,S_UNUSUAL,S_REPLAY,S_REPLAYOVER,S_TOTALTEAMWICKET,S_PITCHREPORT,S_TOSS,S_TEAMAREPRESENTATIVE,S_TEAMBREPRESENTATIVE,S_INTERVIEW,S_PRACTICESESSIONS,S_PRESENTATION,S_PRIZEDISTRIBUTION,S_VICTORYLAP,S_ADDITIONALEVENTS,S_EVENTS,S_EVENTTYPE
194,SEGMENT_36,1221976,1106000,1127000,,36,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GENERALGRAPHICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,SEGMENT_37,1221976,1128000,1174000,,37,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Younis Khan,,,Anil Kumble,,,38.1,114,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW","PAVILION_DUGOUT,FLAGVIEW",ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,SEGMENT_38,1221976,1175000,1192000,,38,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Younis Khan,Salman Butt,,,Anil Kumble,,,38.2,114,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,SEGMENT_39,1221976,1193000,1210000,,39,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Younis Khan,Salman Butt,,,Anil Kumble,,,38.3,114,114,0,,,,,,,,,,,,,,,,,,,,,,"Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,SEGMENT_40,1221976,1211000,1220000,,40,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Younis Khan,Salman Butt,,,Anil Kumble,,,38.3,114,114,0,,,,,,,,,,,,,,,,,,,,,,"Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire","Lbw,Line Umpire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,
199,SEGMENT_41,1221976,1221000,1246000,,41,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Younis Khan,Salman Butt,,,Anil Kumble,,,38.4,114,114,0,,,,,,,,Leg_Spin,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,Lbw,PLUMB,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,OVER_THE_WICKET,Short,,,,,,,,,,,,,,,,,,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,,,,,,,,,,,,,,,,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,SEGMENT_42,1221976,1247000,1270000,,42,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Younis Khan,Salman Butt,,,Anil Kumble,,,38.4,114,114,0,,,,,,,,Leg_Spin,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,Lbw,PLUMB,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,OVER_THE_WICKET,Short,,,,,,,,,,,,,,,,,,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,,,,,,,,,,,,,,,,,,,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,ARUN LAL:WICKET:True,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,
201,SEGMENT_43,1221976,1270000,1320000,,43,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,SEGMENT_44,1221976,1321000,1339000,,44,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PLAYERSTATISTICS,,MOHAMMAD YUSUF,,,,,,,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,SEGMENT_45,1221976,1340000,1372000,,45,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,HAWKEYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
204,SEGMENT_46,1221976,1373000,1393000,,46,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,38.5,118,118,0,,,,,,Four,Inside Edge,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,SEGMENT_47,1221976,1394000,1406000,,47,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,38.5,118,118,0,,,,,,Four,Inside Edge,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,
206,SEGMENT_48,1221976,1407000,1414000,,48,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,SEGMENT_49,1221976,1415000,1438000,,49,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,39.0,120,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,SEGMENT_50,1221976,1438000,1472000,,50,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TEAMSTATISTICS,,SCORECARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,SEGMENT_51,1221976,1473000,1524000,,51,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.1,122,122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTINGMILESTONE:Salman Butt:FIFTY,,,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD",ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,SEGMENT_52,1221976,1525000,1558000,,52,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.2,122,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WAGONWHEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,SEGMENT_53,1221976,1559000,1623000,,53,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.3,123,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,SEGMENT_54,1221976,1623000,1649000,,54,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.4,127,127,0,,,,,,Four,On Drive,Length_Ball,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",ON_THE_CREASE,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,SEGMENT_55,1221976,1649000,1672000,,55,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.4,127,127,0,,,,,,Four,On Drive,Length_Ball,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",ON_THE_CREASE,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,
214,SEGMENT_56,1221976,1673000,1695000,,56,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.5,127,127,0,,,,,,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,Point,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,,,,,,,Dinesh Karthik,Point,,,,,,,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,,,,,,,,,,,,,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,SEGMENT_57,1221976,1695000,1718000,,57,1327628,HIGHLIGHTS-SALMAN BUTT,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,SEGMENT_58,1221976,1719000,1739000,,58,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,40.0,127,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
