,MAINTITLE,S_PARENT_OBJ_ID,S_TC_IN,S_TC_OUT,S_DURATION,EX_OLD_SEG_NUM,EX_OLD_OBJID,S_COMMENTS,S_SESSION,S_DAYS,S_LINEUMPIRE,S_LEGUMPIRE,S_STRIKER,S_NONSTRIKER,S_RUNNER,S_NONRUNNER,S_BOWLER,S_WINNINGBOWL,S_SUPEROVER,S_OVER,S_TEAMSCORE,S_SCORE,S_OFFTHEBAT,S_OVERTHROW,S_SHORTRUN,S_FREEHIT,S_EXTRABALLTYPE,S_NOBALLTYPE,S_BOUNDARYSCORED,S_TYPEOFSHOT,S_BALLTYPE,S_BOUNDARYCOMMENTATORSPICK,S_BOUNDARYCOMMENTATORSNAME,S_CREASEPOSITION,S_3RDUMPIREDECISION,S_WICKETTYPE,S_WICKETTYPE_QUAL,S_FIELDER,S_LOCATION,S_3RDUMPIREREFERRALBY,S_WICKETCOMMENTATORSPICK,S_WICKETCOMMENTATORSNAME,S_BOWLINGANGLE,S_RUNUP,S_APPEAL,S_CATCHAPPEAL,S_RUNOUTAPPEAL,S_LBWAPPEAL,S_STUMPINGAPPEAL,S_HANDLINGTHEBALLAPPEAL,S_OBSTRUCTINGFIELDERAPPEAL,S_UMPIREAPPEAL,S_WARNINGGIVEN,S_FIELDERNAME,S_FIELDERPOSITION,EX_FIELDINGTYPE,EX_FIELDINGTYPE1,S_RELAY,S_DIVE,S_JUMP,S_CHASETYPE,S_POORFIELDING,S_BACKUP,S_BACKUPTYPE,S_COMMENTATORSPICK,S_COMMENTATORSNAME,S_MISSEDCHANCE,S_MISSEDCHANCETYPE,S_MILESTONE,S_MILESTONETYPE,S_BATTINGMILESTONE,S_BATTINGMILESTONEDESC,S_BOWLINGMILESTONE,S_BOWLINGMILESTONEDESC,S_WICKETKEEPINGMILESTONE,S_WICKETKEEPINGMILESTONEDESC,S_FIELDINGMILESTONE,S_FIELDINGMILESTONEDESC,S_ALLROUNDMILESTONE,S_ALLROUNDMILESTONEDESC,S_PARTNERSHIPMILESTONE,S_PARTNERSHIPMILESTONEDESC,S_INDIVIDUALMILESTONEPLAYER,S_INDIVIDUALMILESTONEDESC,S_UMPIRINGMILESTONE,S_UMPIRINGMILESTONEDESC,S_UMPIRINGCOMMENTATORSPICK,S_UMPIRINGCOMMENTATORSNAME,S_CAPTAINCYCOMMENTATORSPICK,S_CAPTAINCYCOMMENTATORSNAME,S_BOWLERSRUNUPCOMMENTATORSPICK,S_BOWLERSRUNUPCOMMENTATORSNAME,S_RUNNINGBWWICKETSCOMMENTATORSPICK,S_RUNNINGBWWICKETSCOMMENTATORSNAME,S_WICKETKEEPINGCOMMENTATORSPICK,S_WICKETKEEPINGCOMMENTATORSNAME,S_BATTINGTYPECOMMENTATORSPICK,S_BATTINGTYPECOMMENTATORSNAME,S_BOWLINGTYPECOMMENTATORSPICK,S_BOWLINGTYPECOMMENTATORSNAME,S_FIELDINGCOMMENTATORSPICK,S_FIELDINGCOMMENTATORSNAME,S_BATSMANWALKINGOFFBEFOREUMPIREDECISION,S_FIELDINGCAPTAINRECALLINGBATSMAN,S_FIELDERAPPLAUDINGBATSMEN,S_FIELDERDECLARINGBOUNDARYONHISOWN,S_ACCEPTINGADROPCATCH,S_UNNECESSARYAPPEALS,S_BATSMANNOTACCEPTINGUMPIREDECISION,S_BODYLINEBOWLING,S_NEGATIVEBOWLING,S_BALLTAMPERING,S_PITCHTAMPERING,S_BOWLINGSPEED,S_GRAPHICS,S_PLAYINGCONDITION,S_GENERALANALYSIS,S_INTERACTION,S_EMOTION,S_EMOTIONPLAYERNAME,S_EMOTIONALASPECTS,S_GESTURE,S_PLAYERSHOWINGGESTURE,S_CAMERAVIEW,S_NORMALCROWD,S_CHEERLEADERS,S_CATCHBYCROWD,S_BANNER,S_MEXICANWAVES,S_COMMENTATORSBOX,S_PAVILLIONDUGOUTDRESSINGROOM,S_SCOREBOARD,S_ELECTRONICDISPLAY,S_FLAGVIEW,S_GROUND,S_OUTSIDESTADIUM,S_PITCH,S_STUMPVIEW,S_TROPHY,S_TEAMWALKINGINTOTHEFIELD,S_PLAYERWALKINGINTOTHEFIELD,S_UMPIRESWALKINGINTOTHEFIELD,S_FIELDERSCLOSINGIN,S_CAMERASHOTTYPE,S_CELEBRITYFOCUS,S_STYLESTATEMENT,S_EXTRAS,S_BRANDFOCUS,S_USUSALCRICKETGEAR,S_PLAYERINTERVIEW,S_MEMORABILIA,S_PLAYERCELEBRATION,S_INTERRUPTION,S_DUETOINCORRECTUMPIRING,S_LIGHTSFAIL,S_BADWEATHER,S_CROWDUNREST,S_SIGHTSCREENADJUSTMENT,S_STREAKERONFIELD,S_BEES,S_DOG,S_BIRD_BIRDS,S_BALLCHANGE,S_DRINKSBREAK,S_ADHOCDRINKSBREAK,S_INNINGSBREAK,S_ROLLINGTHEPITCH,S_BALLLOST,S_CHANGEOFGEAR,S_INJURY,S_CROWDINVASION,S_UNUSUAL,S_REPLAY,S_REPLAYOVER,S_TOTALTEAMWICKET,S_PITCHREPORT,S_TOSS,S_TEAMAREPRESENTATIVE,S_TEAMBREPRESENTATIVE,S_INTERVIEW,S_PRACTICESESSIONS,S_PRESENTATION,S_PRIZEDISTRIBUTION,S_VICTORYLAP,S_ADDITIONALEVENTS,S_EVENTS,S_EVENTTYPE
163,SEGMENT_46,1221976,1373000,1393000,None,46,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,38.5,118,118,0,,,,,,Four,Inside Edge,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,None,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,None,None,,,,,,,,,,,,None,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
164,SEGMENT_47,1221976,1394000,1406000,None,47,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,38.5,118,118,0,,,,,,Four,Inside Edge,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,None,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,None,None,,,,,,,,,,,,None,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,None,None,,,None,None,,,,,,None,,
165,SEGMENT_48,1221976,1407000,1414000,None,48,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
166,SEGMENT_49,1221976,1415000,1438000,None,49,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,39.0,120,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
167,SEGMENT_5,1221976,278000,336000,None,5,1327628,"VIP''S,Mascot",,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD","PAVILION_DUGOUT,CROWD",ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
168,SEGMENT_50,1221976,1438000,1472000,None,50,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TEAMSTATISTICS,,SCORECARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
169,SEGMENT_51,1221976,1473000,1524000,None,51,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.1,122,122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,BATTINGMILESTONE:Salman Butt:FIFTY,None,None,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,None,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,BATTINGMILESTONE:Salman Butt:FIFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD",ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
170,SEGMENT_52,1221976,1525000,1558000,None,52,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.2,122,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WAGONWHEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
171,SEGMENT_53,1221976,1559000,1623000,None,53,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Munaf Patel,,,39.3,123,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
172,SEGMENT_54,1221976,1623000,1649000,None,54,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.4,127,127,0,,,,,,Four,On Drive,Length_Ball,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",ON_THE_CREASE,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,None,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,None,None,,,,,,,,,,,,None,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
173,SEGMENT_55,1221976,1649000,1672000,None,55,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.4,127,127,0,,,,,,Four,On Drive,Length_Ball,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",ON_THE_CREASE,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,None,,,,,,,,,,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,None,None,,,,,,,,,,,,None,,,,"ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True","ARUN LAL:BATTING:True,ARUN LAL:BOUNDARY:True",,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,None,None,,,None,None,,,,,,None,,
174,SEGMENT_56,1221976,1673000,1695000,None,56,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,39.5,127,127,0,,,,,,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,Point,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,,,,,None,,Dinesh Karthik,Point,,,,,,,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,None,None,,,,,,,,,,,,None,,,,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,ARUN LAL:FIELDING:True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
175,SEGMENT_57,1221976,1695000,1718000,None,57,1327628,HIGHLIGHTS-SALMAN BUTT,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
176,SEGMENT_58,1221976,1719000,1739000,None,58,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Munaf Patel,,,40.0,127,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
177,SEGMENT_59,1221976,1740000,1780000,None,59,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD","BANNER,CROWD",ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
178,SEGMENT_6,1221976,336000,356000,None,6,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PLAYERSTATISTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
179,SEGMENT_60,1221976,1780000,1796000,None,60,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.1,127,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,None,None,,,None,None,,,,,,None,,
180,SEGMENT_61,1221976,1796000,1825000,None,61,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.2,127,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
181,SEGMENT_62,1221976,1826000,1862000,None,62,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.3,127,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
182,SEGMENT_63,1221976,1863000,1880000,None,63,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.4,131,131,0,,,,,,Four,Straight Drive,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,None,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,None,None,,,,,,,,,,,,None,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,CONSULTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
183,SEGMENT_64,1221976,1881000,1898000,None,64,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.4,131,131,0,,,,,,Four,Straight Drive,Leg_Spin,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ON_THE_CREASE,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,None,,,,,,,,,,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,None,None,,,,,,,,,,,,None,,,,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,ARUN LAL:BOUNDARY:True,,,,,,,,,,,,0,,,,CONSULTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,None,None,,,None,None,,,,,,None,,
184,SEGMENT_65,1221976,1899000,1911000,None,65,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
185,SEGMENT_66,1221976,1912000,1932000,None,66,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,40.5,131,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
186,SEGMENT_67,1221976,1933000,1952000,None,67,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Mohammad Yousuf,,,Anil Kumble,,,41.0,131,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,None,None,,,,,,None,,
